,name,lat,lng,capital,tag,prime
163,San Adrian de Besos,41.4305,2.2183,Spain,san adrian de besos,is_city
164,Don Benito,38.9545,-5.8617,Spain,don benito,is_city
165,Tudela,42.0653,-1.6067,Spain,tudela,is_city
166,Moncada,41.4867,2.1879,Spain,moncada,is_city
167,Andujar,38.0392,-4.0506,Spain,andujar,is_city
168,Oleiros,43.3333,-8.3166,Spain,oleiros,is_city
169,Torre-Pacheco,37.7333,-0.95,Spain,torre-pacheco,is_city
170,Tomelloso,39.1578,-3.0208,Spain,tomelloso,is_city
171,Olot,42.1822,2.489,Spain,olot,is_city
172,Onteniente,38.8222,-0.6072,Spain,onteniente,is_city
173,Miranda de Ebro,42.6833,-2.9333,Spain,miranda de ebro,is_city
174,Aguilas,37.4042,-1.5819,Spain,aguilas,is_city
175,Teruel,40.3456,-1.1065,Spain,teruel,is_city
176,Cieza,38.2392,-1.4189,Spain,cieza,is_city
177,Villajoyosa,38.5053,-0.2328,Spain,villajoyosa,is_city
178,Burriana,39.8894,-0.0925,Spain,burriana,is_city
179,Cambrils,41.067,1.0564,Spain,cambrils,is_city
180,San Juan Despi,41.3668,2.057,Spain,san juan despi,is_city
181,Villena,38.635,-0.8658,Spain,villena,is_city
182,Almendralejo,38.6833,-6.4167,Spain,almendralejo,is_city
183,Ronda,36.7461,-5.1611,Spain,ronda,is_city
184,Inca,39.7167,2.9167,Spain,inca,is_city
185,Tortosa,40.8125,0.5211,Spain,tortosa,is_city
186,Santa Pola,38.1897,-0.5556,Spain,santa pola,is_city
187,Aranda de Duero,41.6833,-3.6833,Spain,aranda de duero,is_city
188,San Javier,37.8037,-0.8343,Spain,san javier,is_city
189,Mazarron,37.5983,-1.3139,Spain,mazarron,is_city
190,Arteijo,43.3044,-8.5114,Spain,arteijo,is_city
191,Totana,37.7711,-1.5003,Spain,totana,is_city
192,Castro-Urdiales,43.3844,-3.215,Spain,castro-urdiales,is_city
193,Aldaya,39.4639,-0.4628,Spain,aldaya,is_city
194,Salt,41.9761,2.7881,Spain,salt,is_city
195,Vall de Uxo,39.8236,-0.2317,Spain,vall de uxo,is_city
196,Nijar,36.9667,-2.2,Spain,nijar,is_city
197,San Roque,36.2097,-5.3844,Spain,san roque,is_city
198,Carballo,43.2167,-8.6833,Spain,carballo,is_city
199,Arroyomolinos,40.2667,-3.9,Spain,arroyomolinos,is_city
200,Manises,39.4833,-0.45,Spain,manises,is_city
201,San Pedro de Ribas,41.2592,1.773,Spain,san pedro de ribas,is_city
202,Coria del Rio,37.2833,-6.05,Spain,coria del rio,is_city
203,Arcos de la Frontera,36.75,-5.8,Spain,arcos de la frontera,is_city
204,Alcazar de San Juan,39.4056,-3.2056,Spain,alcazar de san juan,is_city
205,Culleredo,43.2883,-8.3894,Spain,culleredo,is_city
206,San Andres del Rabanedo,42.6167,-5.6,Spain,san andres del rabanedo,is_city
207,Puerto de la Cruz,28.4167,-16.55,Spain,puerto de la cruz,is_city
208,Valdepenas,38.7667,-3.4,Spain,valdepenas,is_city
209,Chirivella,39.4656,-0.4267,Spain,chirivella,is_city
210,Durango,43.1689,-2.63,Spain,durango,is_city
211,Puente-Genil,37.3833,-4.7667,Spain,puente-genil,is_city
212,Alacuas,39.4583,-0.4628,Spain,alacuas,is_city
213,Mahon,39.8894,4.2642,Spain,mahon,is_city
214,Sitges,41.2339,1.8042,Spain,sitges,is_city
215,Crevillente,38.2486,-0.8089,Spain,crevillente,is_city
216,Galdacano,43.2306,-2.8458,Spain,galdacano,is_city
217,Rota,36.6167,-6.35,Spain,rota,is_city
218,Redondela,42.2833,-8.6167,Spain,redondela,is_city
219,Campello,38.4275,-0.4011,Spain,campello,is_city
220,Vinaroz,40.4686,0.4736,Spain,vinaroz,is_city
221,Martorell,41.4744,1.9305,Spain,martorell,is_city
222,Catarroja,39.4028,-0.4044,Spain,catarroja,is_city
223,Premia de Mar,41.492,2.362,Spain,premia de mar,is_city
224,Salou,41.0796,1.1316,Spain,salou,is_city
225,Candelaria,28.3547,-16.371,Spain,candelaria,is_city
226,Javea,38.7892,0.1631,Spain,javea,is_city
227,Lepe,37.2542,-7.2033,Spain,lepe,is_city
228,Eibar,43.1843,-2.4733,Spain,eibar,is_city
229,Moron de la Frontera,37.1222,-5.4517,Spain,moron de la frontera,is_city
230,Calafell,41.2004,1.5693,Spain,calafell,is_city
231,Lebrija,36.9194,-6.0781,Spain,lebrija,is_city
232,San Andres de la Barca,41.4478,1.9769,Spain,san andres de la barca,is_city
233,Sueca,39.2026,-0.3112,Spain,sueca,is_city
234,Camas,37.402,-6.0332,Spain,camas,is_city
235,Sestao,43.3108,-3.0056,Spain,sestao,is_city
236,Algemesi,39.1897,-0.4378,Spain,algemesi,is_city
237,Benicarlo,40.4167,0.4167,Spain,benicarlo,is_city
238,La Oliva,28.6167,-13.9333,Spain,la oliva,is_city
239,Vicar,36.8317,-2.6431,Spain,vicar,is_city
240,Santa Eugenia,42.5667,-8.9833,Spain,santa eugenia,is_city
241,Almazora,39.9403,-0.0625,Spain,almazora,is_city
242,Cartama,36.7114,-4.6306,Spain,cartama,is_city
243,Cangas,42.2642,-8.7819,Spain,cangas,is_city
244,Paiporta,39.4278,-0.4183,Spain,paiporta,is_city
245,Santa Perpetua de Moguda,41.5375,2.1819,Spain,santa perpetua de moguda,is_city
246,Jumilla,38.4792,-1.325,Spain,jumilla,is_city
247,Molins de Rey,41.4139,2.0158,Spain,molins de rey,is_city
248,San Pedro del Pinatar,37.8167,-0.75,Spain,san pedro del pinatar,is_city
249,Almunecar,36.7339,-3.6911,Spain,almunecar,is_city
250,Paracuellos de Jarama,40.55,-3.5167,Spain,paracuellos de jarama,is_city
251,Villanueva de la Serena,38.9667,-5.8,Spain,villanueva de la serena,is_city
252,Novelda,38.385,-0.768,Spain,novelda,is_city
253,Renedo,43.3578,-3.9581,Spain,renedo,is_city
254,Muchamiel,38.4136,-0.4456,Spain,muchamiel,is_city
255,Tomares,37.3764,-6.0458,Spain,tomares,is_city
256,Adra,36.7478,-3.0161,Spain,adra,is_city
257,Alhaurin el Grande,36.6331,-4.6831,Spain,alhaurin el grande,is_city
258,Oliva,38.9194,-0.1211,Spain,oliva,is_city
259,Villarrobledo,39.2667,-2.6,Spain,villarrobledo,is_city
260,Ciempozuelos,40.1592,-3.6183,Spain,ciempozuelos,is_city
261,Cuart de Poblet,39.4833,-0.4428,Spain,cuart de poblet,is_city
262,Onda,39.9625,-0.2639,Spain,onda,is_city
263,Puebla de Vallbona,39.5917,-0.553,Spain,puebla de vallbona,is_city
264,Alboraya,39.5,-0.3522,Spain,alboraya,is_city
265,Betera,39.5922,-0.4625,Spain,betera,is_city
266,Cambre,43.283,-8.333,Spain,cambre,is_city
267,Calahorra,42.3,-1.9667,Spain,calahorra,is_city
268,Erandio,43.3047,-2.9731,Spain,erandio,is_city
269,Almansa,38.8682,-1.0979,Spain,almansa,is_city
270,Almonte,37.2667,-6.5167,Spain,almonte,is_city
271,Valls,41.2883,1.2508,Spain,valls,is_city
272,San Juan de Alicante,38.4014,-0.4367,Spain,san juan de alicante,is_city
273,Armilla,37.15,-3.6167,Spain,armilla,is_city
274,Olesa de Montserrat,41.545,1.8944,Spain,olesa de montserrat,is_city
275,Torrelodones,40.5778,-3.9278,Spain,torrelodones,is_city
276,Masnou,41.4817,2.3178,Spain,masnou,is_city
277,Los Barrios,36.1833,-5.4833,Spain,los barrios,is_city
278,Mairena del Alcor,37.3667,-5.7333,Spain,mairena del alcor,is_city
279,Ibi,38.6272,-0.5753,Spain,ibi,is_city
280,Liria,39.6258,-0.5961,Spain,liria,is_city
281,Zarautz,43.2833,-2.1667,Spain,zarautz,is_city
282,Calpe,38.645,0.0442,Spain,calpe,is_city
283,Icod de los Vinos,28.35,-16.7,Spain,icod de los vinos,is_city
284,Puenteareas,42.1667,-8.5,Spain,puenteareas,is_city
285,Conil de la Frontera,36.2667,-6.0833,Spain,conil de la frontera,is_city
286,Laguna de Duero,41.5833,-4.7167,Spain,laguna de duero,is_city
287,Montilla,37.5833,-4.6333,Spain,montilla,is_city
288,Coin,36.8167,-4.75,Spain,coin,is_city
289,Altea,38.5986,-0.0519,Spain,altea,is_city
290,Barbate de Franco,36.1833,-5.9167,Spain,barbate de franco,is_city
291,Vilaseca de Solcina,41.111,1.145,Spain,vilaseca de solcina,is_city
292,Cullera,39.1639,-0.2517,Spain,cullera,is_city
293,Priego de Cordoba,37.4333,-4.1833,Spain,priego de cordoba,is_city
294,Pilar de la Horadada,37.8667,-0.7833,Spain,pilar de la horadada,is_city
295,Maracena,37.2,-3.6333,Spain,maracena,is_city
296,Esparraguera,41.5381,1.8692,Spain,esparraguera,is_city
297,Bormujos,37.3667,-6.0667,Spain,bormujos,is_city
298,Torre del Mar,36.75,-4.1,Spain,torre del mar,is_city
299,Alhama de Murcia,37.8514,-1.4264,Spain,alhama de murcia,is_city
300,San Feliu de Guixols,41.7806,3.0306,Spain,san feliu de guixols,is_city
302,Moguer,37.2747,-6.8386,Spain,moguer,is_city
303,Guia de Isora,28.211,-16.7784,Spain,guia de isora,is_city
304,San Juan de Aznalfarache,37.3667,-6.0167,Spain,san juan de aznalfarache,is_city
305,Las Torres de Cotillas,38.0264,-1.2436,Spain,las torres de cotillas,is_city
306,Alcala la Real,37.45,-3.9167,Spain,alcala la real,is_city
307,Aljaraque,37.2667,-7.0167,Spain,aljaraque,is_city
308,Alfafar,39.4222,-0.3906,Spain,alfafar,is_city
309,Isla-Cristina,37.1992,-7.3214,Spain,isla-cristina,is_city
310,Pajara,28.35,-14.1,Spain,pajara,is_city
311,Picasent,39.3611,-0.46,Spain,picasent,is_city
312,Almoradi,38.1097,-0.7894,Spain,almoradi,is_city
313,Nerja,36.7469,-3.879,Spain,nerja,is_city
314,Ayamonte,37.2,-7.4,Spain,ayamonte,is_city
315,Palafrugell,41.9174,3.1631,Spain,palafrugell,is_city
316,San Juan de Vilasar,41.5053,2.3928,Spain,san juan de vilasar,is_city
317,Palma del Rio,37.7,-5.2833,Spain,palma del rio,is_city
318,Manlleu,42.0,2.2836,Spain,manlleu,is_city
319,Alcudia,39.8525,3.1192,Spain,alcudia,is_city
320,Aspe,38.3456,-0.7689,Spain,aspe,is_city
321,Los Llanos de Aridane,28.65,-17.9,Spain,los llanos de aridane,is_city
322,Guimar,28.315,-16.41,Spain,guimar,is_city
323,La Union,37.6192,-0.8756,Spain,la union,is_city
324,Hernani,43.2667,-1.9667,Spain,hernani,is_city
325,Carcagente,39.1222,-0.4489,Spain,carcagente,is_city
326,Baza,37.4833,-2.7667,Spain,baza,is_city
327,Loja,37.1667,-4.15,Spain,loja,is_city
328,Medina del Campo,41.3,-4.9167,Spain,medina del campo,is_city
329,Requena,39.4861,-1.1017,Spain,requena,is_city
330,La Estrada,42.7,-8.4833,Spain,la estrada,is_city
331,Cabra,37.4667,-4.4333,Spain,cabra,is_city
332,Lalin,42.65,-8.1167,Spain,lalin,is_city
333,Baranain,42.8,-1.6667,Spain,baranain,is_city
334,Porrino,42.1667,-8.6167,Spain,porrino,is_city
335,Calatayud,41.35,-1.6333,Spain,calatayud,is_city
336,Cartaya,37.2833,-7.15,Spain,cartaya,is_city
337,Banolas,42.1194,2.7664,Spain,banolas,is_city
338,Rosas,42.2633,3.175,Spain,rosas,is_city
339,Puzol,39.6167,-0.3011,Spain,puzol,is_city
340,El Arahal,37.2667,-5.55,Spain,el arahal,is_city
341,Amorebieta,43.2192,-2.7342,Spain,amorebieta,is_city
342,Moana,42.2833,-8.75,Spain,moana,is_city
343,Huercal-Overa,37.3833,-1.9333,Spain,huercal-overa,is_city
344,Archena,38.115,-1.2992,Spain,archena,is_city
345,Zubia,37.1206,-3.585,Spain,zubia,is_city
346,Marchena,37.3333,-5.4167,Spain,marchena,is_city
347,El Viso del Alcor,37.3833,-5.7167,Spain,el viso del alcor,is_city
348,Calella,41.6169,2.6642,Spain,calella,is_city
349,Chipiona,36.7333,-6.4333,Spain,chipiona,is_city
350,Callosa de Segura,38.1225,-0.8797,Spain,callosa de segura,is_city
351,Silla,39.3618,-0.4103,Spain,silla,is_city
352,Baena,37.6167,-4.3167,Spain,baena,is_city
353,Albolote,37.2306,-3.6569,Spain,albolote,is_city
354,Atarfe,37.2229,-3.6899,Spain,atarfe,is_city
355,Utebo,41.7141,-0.9944,Spain,utebo,is_city
356,Malgrat de Mar,41.6456,2.7428,Spain,malgrat de mar,is_city
357,Villaquilambre,42.6167,-5.6,Spain,villaquilambre,is_city
358,Sant Just Desvern,41.3833,2.075,Spain,sant just desvern,is_city
359,Lora del Rio,37.65,-5.5167,Spain,lora del rio,is_city
360,San Lorenzo de El Escorial,40.5936,-4.1428,Spain,san lorenzo de el escorial,is_city
361,Guadix,37.3,-3.1333,Spain,guadix,is_city
362,Cardedeu,41.6406,2.3594,Spain,cardedeu,is_city
363,Benicasim,40.0553,0.0642,Spain,benicasim,is_city
364,La Eliana,39.5661,-0.5281,Spain,la eliana,is_city
365,Felanitx,39.4692,3.1481,Spain,felanitx,is_city
366,Tarifa,36.014,-5.606,Spain,tarifa,is_city
367,La Nucia,38.6172,-0.1231,Spain,la nucia,is_city
368,San Celoni,41.6895,2.4897,Spain,san celoni,is_city
369,El Astillero,43.4017,-3.8194,Spain,el astillero,is_city
370,Manzanares,38.9964,-3.3731,Spain,manzanares,is_city
371,Torrox,36.75,-3.95,Spain,torrox,is_city
372,Huercal de Almeria,36.8833,-2.4333,Spain,huercal de almeria,is_city
373,Daimiel,39.0833,-3.6167,Spain,daimiel,is_city
374,Caldas de Montbuy,41.6328,2.1675,Spain,caldas de montbuy,is_city
375,Benavente,42.0031,-5.6742,Spain,benavente,is_city
376,Nigran,42.1419,-8.8056,Spain,nigran,is_city
377,Munguia,43.3547,-2.8472,Spain,munguia,is_city
378,Osuna,37.2333,-5.1,Spain,osuna,is_city
379,Bailen,38.0833,-3.7667,Spain,bailen,is_city
380,Castilleja de la Cuesta,37.3833,-6.05,Spain,castilleja de la cuesta,is_city
381,Balaguer,41.7904,0.8056,Spain,balaguer,is_city
382,Tarrega,41.6464,1.1394,Spain,tarrega,is_city
383,Sangenjo,42.4017,-8.8067,Spain,sangenjo,is_city
384,Tabernes de Valldigna,39.0722,-0.2658,Spain,tabernes de valldigna,is_city
385,Pozoblanco,38.3833,-4.85,Spain,pozoblanco,is_city
386,Barbastro,42.0361,0.1264,Spain,barbastro,is_city
387,Navalmoral de la Mata,39.8983,-5.5403,Spain,navalmoral de la mata,is_city
388,Guernica y Luno,43.3167,-2.6667,Spain,guernica y luno,is_city
389,Poyo,42.4333,-8.6667,Spain,poyo,is_city
390,Mula,38.0419,-1.4906,Spain,mula,is_city
391,Vera,37.25,-1.8667,Spain,vera,is_city
392,Bermeo,43.42,-2.7264,Spain,bermeo,is_city
393,Canovellas,41.6176,2.2814,Spain,canovellas,is_city
394,Zafra,38.4167,-6.4167,Spain,zafra,is_city
395,Fuente-Alamo de Murcia,37.7394,-1.1881,Spain,fuente-alamo de murcia,is_city
396,Berga,42.1,1.8456,Spain,berga,is_city
397,Rojales,38.0886,-0.7236,Spain,rojales,is_city
398,La Garriga,41.6804,2.2833,Spain,la garriga,is_city
399,Pollensa,39.8772,3.0164,Spain,pollensa,is_city
400,Montornes del Valles,41.5444,2.267,Spain,montornes del valles,is_city
401,Ubrique,36.6833,-5.45,Spain,ubrique,is_city
402,Los Alcazares,37.7436,-0.8497,Spain,los alcazares,is_city
403,Albal,39.3972,-0.4156,Spain,albal,is_city
404,Torredembarra,41.1457,1.3957,Spain,torredembarra,is_city
405,Guadarrama,40.6728,-4.0889,Spain,guadarrama,is_city
406,La Algaba,37.45,-6.0,Spain,la algaba,is_city
407,Manilva,36.3833,-5.25,Spain,manilva,is_city
408,Las Cabezas de San Juan,36.9817,-5.9406,Spain,las cabezas de san juan,is_city
409,Santomera,38.0617,-1.0492,Spain,santomera,is_city
410,Arzua,42.9167,-8.2167,Spain,arzua,is_city
411,Sada,43.35,-8.25,Spain,sada,is_city
412,Masamagrell,39.5703,-0.33,Spain,masamagrell,is_city
413,Piera,41.5222,1.7494,Spain,piera,is_city
414,Alcaniz,41.0511,-0.1336,Spain,alcaniz,is_city
415,Arenys de Mar,41.5819,2.5503,Spain,arenys de mar,is_city
416,Guardamar del Segura,38.0897,-0.655,Spain,guardamar del segura,is_city
417,Ermua,43.1875,-2.5008,Spain,ermua,is_city
418,Espartinas,37.3833,-6.1167,Spain,espartinas,is_city
419,Baeza,37.9833,-3.4667,Spain,baeza,is_city
420,Lumbreras,37.5633,-1.8072,Spain,lumbreras,is_city
421,Cubellas,41.21,1.6736,Spain,cubellas,is_city
422,Santa Cruz de la Palma,28.6825,-17.765,Spain,santa cruz de la palma,is_city
423,Churriana de la Vega,37.15,-3.65,Spain,churriana de la vega,is_city
424,La Roda,39.207,-2.1604,Spain,la roda,is_city
425,Miguelturra,38.9647,-3.8911,Spain,miguelturra,is_city
426,La Solana,38.9414,-3.2394,Spain,la solana,is_city
427,Chiva,39.4714,-0.7197,Spain,chiva,is_city
