,name,lat,lng,capital,tag,prime
166,Macka,40.8186,39.6136,Turkey,macka,is_city
167,Lice,38.4549,40.6519,Turkey,lice,is_city
168,Marmara Ereglisi,40.9697,27.9553,Turkey,marmara ereglisi,is_city
169,Haskoy,38.6864,41.6936,Turkey,haskoy,is_city
170,Ayancik,41.95,34.5833,Turkey,ayancik,is_city
171,Gokcebey,41.3133,32.1497,Turkey,gokcebey,is_city
172,Yenice,41.2,32.3333,Turkey,yenice,is_city
173,Arhavi,41.3531,41.31,Turkey,arhavi,is_city
174,Toprakkale,37.0639,36.1469,Turkey,toprakkale,is_city
175,Findikli,41.1333,41.0167,Turkey,findikli,is_city
176,Bayat,40.646,34.261,Turkey,bayat,is_city
177,Divrigi,39.3667,38.1167,Turkey,divrigi,is_city
178,Sultandagi,38.5333,31.2333,Turkey,sultandagi,is_city
179,Cicekdagi,39.6036,34.4158,Turkey,cicekdagi,is_city
180,Pazar,40.2759,36.2832,Turkey,pazar,is_city
181,Eynesil,41.05,39.1333,Turkey,eynesil,is_city
182,Ulubey,38.4216,29.2895,Turkey,ulubey,is_city
183,Beydag,38.0869,28.2089,Turkey,beydag,is_city
184,Ardanuc,41.1233,42.0647,Turkey,ardanuc,is_city
185,Erfelek,41.8793,34.9184,Turkey,erfelek,is_city
186,Cungus,38.2122,39.2884,Turkey,cungus,is_city
187,Aydincik,36.1667,33.35,Turkey,aydincik,is_city
188,Akyaka,40.7397,43.6253,Turkey,akyaka,is_city
189,Sultanhani,38.2481,33.5465,Turkey,sultanhani,is_city
190,Karkamis,36.8345,37.9983,Turkey,karkamis,is_city
191,Eceabat,40.1842,26.3575,Turkey,eceabat,is_city
192,Ovacik,39.3586,39.2164,Turkey,ovacik,is_city
193,Yeniceoba,38.8708,32.7919,Turkey,yeniceoba,is_city
194,Suleymanli,37.8769,36.8253,Turkey,suleymanli,is_city
195,Mahmutbey,41.0536,28.8256,Turkey,mahmutbey,is_city
196,Kucukcekmece,40.996,28.7748,Turkey,kucukcekmece,is_city
197,Kartal,40.9019,29.1737,Turkey,kartal,is_city
198,Buca,38.3983,27.1666,Turkey,buca,is_city
199,Konak,38.4173,27.1302,Turkey,konak,is_city
200,Etimesgut,39.9533,32.6328,Turkey,etimesgut,is_city
201,Samandira,40.999,29.2257,Turkey,samandira,is_city
202,Kecioren,40.0067,32.8562,Turkey,kecioren,is_city
203,Pursaklar,40.032,32.8953,Turkey,pursaklar,is_city
204,Cankaya,39.8875,32.8567,Turkey,cankaya,is_city
205,Altindag,39.9477,32.8639,Turkey,altindag,is_city
206,Karsiyaka,38.4573,27.1106,Turkey,karsiyaka,is_city
207,Melikgazi,38.75,35.45,Turkey,melikgazi,is_city
208,Gaziemir,38.3239,27.1292,Turkey,gaziemir,is_city
209,Sariyer,41.1667,29.05,Turkey,sariyer,is_city
210,Pendik,40.8775,29.2725,Turkey,pendik,is_city
211,Kemerburgaz,41.159,28.9157,Turkey,kemerburgaz,is_city
212,Mamak,39.9404,32.9101,Turkey,mamak,is_city
213,Bornova,38.4792,27.2399,Turkey,bornova,is_city
214,Caglayan,40.9002,39.7123,Turkey,caglayan,is_city
215,Kazanli,36.8156,34.7576,Turkey,kazanli,is_city
216,Sincan,39.9723,32.5841,Turkey,sincan,is_city
217,Burc,37.0136,37.1791,Turkey,burc,is_city
218,Yenimahalle,39.9583,32.7552,Turkey,yenimahalle,is_city
220,Seyhan,36.9875,35.3059,Turkey,seyhan,is_city
221,Adalar,40.8678,29.1331,Turkey,adalar,is_city
222,Buyukcekmece,41.0128,28.5382,Turkey,buyukcekmece,is_city
223,Yumurtalik,36.7667,35.7833,Turkey,yumurtalik,is_city
224,Hadimkoy,41.1559,28.6177,Turkey,hadimkoy,is_city
225,Beykoz,41.1439,29.0906,Turkey,beykoz,is_city
226,Mahmut Sevket Pasa,41.1528,29.1897,Turkey,mahmut sevket pasa,is_city
227,Yolboyu,37.8976,40.0009,Turkey,yolboyu,is_city
228,Kayapinar,37.9373,40.1776,Turkey,kayapinar,is_city
229,Baglar,37.9137,40.2058,Turkey,baglar,is_city
230,Yenisehir,37.9415,40.138,Turkey,yenisehir,is_city
231,Darica,40.7797,29.3945,Turkey,darica,is_city
232,Degirmendere,40.72,29.7808,Turkey,degirmendere,is_city
233,Yildirim,40.2112,29.1391,Turkey,yildirim,is_city
234,Erenler,40.755,30.3934,Turkey,erenler,is_city
235,Kazimpasa,40.7916,30.295,Turkey,kazimpasa,is_city
236,Serdivan,40.7738,30.3801,Turkey,serdivan,is_city
237,Sur,37.9135,40.2286,Turkey,sur,is_city
238,Derince,40.7569,29.8147,Turkey,derince,is_city
239,Tillo,37.9449,42.0072,Turkey,tillo,is_city
240,Kabaduz,40.861,37.8847,Turkey,kabaduz,is_city
241,Uzunisa,40.9147,37.8482,Turkey,uzunisa,is_city
242,Arsuz,36.4131,35.8903,Turkey,arsuz,is_city
243,Gundogdu,41.0532,40.6066,Turkey,gundogdu,is_city
244,Akmese,40.8493,30.1982,Turkey,akmese,is_city
245,Keskin,39.6731,33.6136,Turkey,keskin,is_city
246,Serinyol,36.3614,36.2136,Turkey,serinyol,is_city
247,Harbiye,36.1167,36.1333,Turkey,harbiye,is_city
248,Hidirbey,36.208,36.1279,Turkey,hidirbey,is_city
249,Senkoy,36.0484,36.1437,Turkey,senkoy,is_city
250,Nilufer,40.2843,28.9504,Turkey,nilufer,is_city
251,Cali,40.1686,28.9208,Turkey,cali,is_city
252,Demirtas,40.2719,29.0983,Turkey,demirtas,is_city
253,Gorukle,40.2311,28.8402,Turkey,gorukle,is_city
254,Osmangazi,40.2259,29.0439,Turkey,osmangazi,is_city
255,Gebze,40.8028,29.4307,Turkey,gebze,is_city
256,Mollafeneri,40.8861,29.4944,Turkey,mollafeneri,is_city
257,Sahinbey,37.0484,37.3437,Turkey,sahinbey,is_city
258,Sehitkamil,37.0796,37.38,Turkey,sehitkamil,is_city
259,Kaypak,37.1149,36.4651,Turkey,kaypak,is_city
260,Yarpuz,37.0482,36.4307,Turkey,yarpuz,is_city
261,Colakli,38.3335,38.5195,Turkey,colakli,is_city
262,Kilic,40.6342,29.3933,Turkey,kilic,is_city
263,Derecik,40.9459,39.594,Turkey,derecik,is_city
264,Buyukderbent,40.7075,30.1143,Turkey,buyukderbent,is_city
265,Davutlar,37.7333,27.3,Turkey,davutlar,is_city
266,Umurlu,37.85,27.9667,Turkey,umurlu,is_city
267,Karacay,36.1355,36.0774,Turkey,karacay,is_city
268,Ciftlikkoy,40.6603,29.3236,Turkey,ciftlikkoy,is_city
269,Hereke,40.7861,29.6147,Turkey,hereke,is_city
270,Cerkezkoy,41.285,28.0003,Turkey,cerkezkoy,is_city
271,Karaoglanli,38.5292,27.5667,Turkey,karaoglanli,is_city
272,Ucpinar,38.7342,27.3616,Turkey,ucpinar,is_city
273,Muradiye,38.6603,27.3384,Turkey,muradiye,is_city
274,Osmancali,38.7625,27.2531,Turkey,osmancali,is_city
275,Bahcecik,40.6681,29.9148,Turkey,bahcecik,is_city
276,Alapli,41.1814,31.3851,Turkey,alapli,is_city
277,Beycuma,41.3281,31.9681,Turkey,beycuma,is_city
278,Cayirkent,41.1713,36.3288,Turkey,cayirkent,is_city
279,Asagipinarbasi,38.0383,32.6008,Turkey,asagipinarbasi,is_city
280,Selcuklu,37.8842,32.4922,Turkey,selcuklu,is_city
281,Sille,37.9333,32.4167,Turkey,sille,is_city
282,Beyazkoy,41.3483,27.7039,Turkey,beyazkoy,is_city
283,Catalpinar,40.879,37.4535,Turkey,catalpinar,is_city
284,Persembe,41.4187,32.1598,Turkey,persembe,is_city
285,Caycuma,41.4264,32.0756,Turkey,caycuma,is_city
286,Gemlik,40.4309,29.1597,Turkey,gemlik,is_city
287,Bolaman,41.0343,37.5941,Turkey,bolaman,is_city
288,Fatsa,41.0278,37.5014,Turkey,fatsa,is_city
289,Gozne,36.9953,34.5731,Turkey,gozne,is_city
290,Arslankoy,37.0188,34.2874,Turkey,arslankoy,is_city
291,Mezitli,36.7454,34.5226,Turkey,mezitli,is_city
292,Kuzucubelen,36.84,34.4376,Turkey,kuzucubelen,is_city
293,Filyos,41.5538,32.0239,Turkey,filyos,is_city
294,Dortyol,36.8392,36.2303,Turkey,dortyol,is_city
295,Timar,38.8286,43.4333,Turkey,timar,is_city
296,Ercek,38.6511,43.644,Turkey,ercek,is_city
297,Akcaabat,41.0212,39.5715,Turkey,akcaabat,is_city
299,Oguz,37.8149,41.3742,Turkey,oguz,is_city
300,Aksakal,40.1473,28.1068,Turkey,aksakal,is_city
301,Edincik,40.3423,27.8613,Turkey,edincik,is_city
302,Derepazari,41.024,40.4233,Turkey,derepazari,is_city
303,Arifiye,40.7004,30.3508,Turkey,arifiye,is_city
304,Sapanca,40.6914,30.2674,Turkey,sapanca,is_city
305,Konakpinar,39.4339,27.8362,Turkey,konakpinar,is_city
306,Ertugrul,39.5758,27.7067,Turkey,ertugrul,is_city
307,Yenikoy,39.7787,28.003,Turkey,yenikoy,is_city
308,Samli,39.8118,27.8456,Turkey,samli,is_city
309,Omerli,37.399,40.9544,Turkey,omerli,is_city
310,Silivri,41.0739,28.2464,Turkey,silivri,is_city
311,Sinekli,41.228,28.1904,Turkey,sinekli,is_city
312,Sogutpinar,40.3379,28.6494,Turkey,sogutpinar,is_city
313,Zeytinbagi,40.3908,28.7964,Turkey,zeytinbagi,is_city
314,Mudanya,40.3753,28.8822,Turkey,mudanya,is_city
315,Himmetdede,38.9103,35.0961,Turkey,himmetdede,is_city
316,Gesi,38.7918,35.6592,Turkey,gesi,is_city
317,Kocasinan,38.7715,35.5725,Turkey,kocasinan,is_city
318,Gunesli,38.9025,35.6274,Turkey,gunesli,is_city
319,Erkilet,38.8204,35.4401,Turkey,erkilet,is_city
320,Dagkizilca,38.311,27.3908,Turkey,dagkizilca,is_city
321,Carsibasi,41.0828,39.3828,Turkey,carsibasi,is_city
322,Silopi,37.2438,42.4634,Turkey,silopi,is_city
323,Tahtakopru,39.95,29.65,Turkey,tahtakopru,is_city
324,Camlidere,37.1544,39.067,Turkey,camlidere,is_city
325,Payamli,37.0365,38.6134,Turkey,payamli,is_city
326,Yardimci,37.0209,39.0053,Turkey,yardimci,is_city
327,Kabahaydar,37.3134,39.01,Turkey,kabahaydar,is_city
328,Karakopru,37.2036,38.7994,Turkey,karakopru,is_city
329,Akkoy,37.4914,27.2694,Turkey,akkoy,is_city
330,Didim,37.3756,27.2678,Turkey,didim,is_city
331,Turgutreis,37.0049,27.2595,Turkey,turgutreis,is_city
332,Karaova,37.107,27.6658,Turkey,karaova,is_city
333,Ortyakent Yahsi,37.0494,27.3483,Turkey,ortyakent yahsi,is_city
334,Bodrum,37.0383,27.4292,Turkey,bodrum,is_city
335,Yenifoca,38.7333,26.8333,Turkey,yenifoca,is_city
336,Foca,38.6675,26.7581,Turkey,foca,is_city
337,Orhangazi,40.4892,29.3089,Turkey,orhangazi,is_city
338,Yakakent,41.6325,35.5289,Turkey,yakakent,is_city
339,Iyidere,41.0119,40.3618,Turkey,iyidere,is_city
340,Tekkiraz,40.9859,37.1603,Turkey,tekkiraz,is_city
341,Dikbiyik,41.2208,36.615,Turkey,dikbiyik,is_city
342,Carsamba,41.1989,36.7219,Turkey,carsamba,is_city
343,Ormanli,41.1647,31.6142,Turkey,ormanli,is_city
344,Mollakendi,38.5773,39.3329,Turkey,mollakendi,is_city
345,Harput,38.7037,39.2415,Turkey,harput,is_city
346,Icme,38.6126,39.5513,Turkey,icme,is_city
347,Hidirbaba,38.7671,38.977,Turkey,hidirbaba,is_city
348,Hankendi,38.5688,39.0574,Turkey,hankendi,is_city
349,Poyraz,38.686,39.023,Turkey,poyraz,is_city
350,Hatunsaray,37.5875,32.348,Turkey,hatunsaray,is_city
351,Meram,37.8299,32.4678,Turkey,meram,is_city
352,Hatip,37.7545,32.4222,Turkey,hatip,is_city
353,Kiziloren,37.8685,32.1162,Turkey,kiziloren,is_city
354,Besikduzu,41.052,39.2329,Turkey,besikduzu,is_city
355,Kuyucak,37.9133,28.4592,Turkey,kuyucak,is_city
356,Gure,38.6511,29.1669,Turkey,gure,is_city
357,Yenicekale,37.5987,36.6326,Turkey,yenicekale,is_city
358,Sirpsindigi,41.7812,26.4789,Turkey,sirpsindigi,is_city
359,Karakasim,41.5172,26.6438,Turkey,karakasim,is_city
360,Espiye,40.947,38.703,Turkey,espiye,is_city
361,Emiralem,38.6097,27.1459,Turkey,emiralem,is_city
362,Cakirlar,36.8714,30.5621,Turkey,cakirlar,is_city
363,Turkoglu,37.3865,36.8426,Turkey,turkoglu,is_city
364,Sambayat,37.6844,38.0468,Turkey,sambayat,is_city
365,Bagpinar,37.5914,38.3191,Turkey,bagpinar,is_city
367,Akpinar,37.5739,38.2208,Turkey,akpinar,is_city
368,Kocali,37.9231,38.2579,Turkey,kocali,is_city
369,Hekimdag,39.909,30.5646,Turkey,hekimdag,is_city
370,Burhaniye,39.5004,26.9727,Turkey,burhaniye,is_city
371,Ortaca,36.8391,28.7646,Turkey,ortaca,is_city
372,Incirliova,37.8522,27.7236,Turkey,incirliova,is_city
373,Yesilyurt,38.296,38.2453,Turkey,yesilyurt,is_city
374,Ikizce,41.0583,37.0803,Turkey,ikizce,is_city
375,Ayvalik,39.319,26.6954,Turkey,ayvalik,is_city
376,Altinova,39.2173,26.7901,Turkey,altinova,is_city
377,Palandoken,39.889,41.2805,Turkey,palandoken,is_city
378,Kazimkarabekir,39.916,41.2814,Turkey,kazimkarabekir,is_city
379,Dadaskoy,39.9449,41.2546,Turkey,dadaskoy,is_city
380,Yakutiye,39.8982,41.2692,Turkey,yakutiye,is_city
381,Dumlu,40.0586,41.3565,Turkey,dumlu,is_city
382,Suruc,36.9761,38.4253,Turkey,suruc,is_city
383,Mursitpinar,36.903,38.3475,Turkey,mursitpinar,is_city
384,Cinarcik,40.6454,29.1245,Turkey,cinarcik,is_city
385,Kirazli,40.0418,26.7009,Turkey,kirazli,is_city
386,Intepe,40.0133,26.3328,Turkey,intepe,is_city
387,Aksu,36.9539,30.8478,Turkey,aksu,is_city
388,Ferizli,40.9408,30.4858,Turkey,ferizli,is_city
389,Banarli,41.067,27.3358,Turkey,banarli,is_city
390,Inecik,40.9833,27.5167,Turkey,inecik,is_city
391,Konuralp,40.9054,31.1457,Turkey,konuralp,is_city
392,Cilimli,40.8936,31.0492,Turkey,cilimli,is_city
393,Edremit,39.5961,27.0244,Turkey,edremit,is_city
394,Altinoluk,39.5823,26.7394,Turkey,altinoluk,is_city
395,Termal,40.6078,29.1736,Turkey,termal,is_city
396,Sogutlu,40.9059,30.4745,Turkey,sogutlu,is_city
397,Karamursel,40.6914,29.6157,Turkey,karamursel,is_city
399,Yalakdere,40.6064,29.5622,Turkey,yalakdere,is_city
401,Golbasi,39.7904,32.809,Turkey,golbasi,is_city
402,Sehit Nusretbey,36.8467,38.7358,Turkey,sehit nusretbey,is_city
403,Tekkekoy,41.2117,36.46,Turkey,tekkekoy,is_city
404,Buyukkaristiran,41.3003,27.5453,Turkey,buyukkaristiran,is_city
405,Gorele,41.0308,39.0031,Turkey,gorele,is_city
406,Karadere,40.7317,30.8399,Turkey,karadere,is_city
407,Hendek,40.7994,30.7481,Turkey,hendek,is_city
408,Alacati,38.2825,26.3746,Turkey,alacati,is_city
409,Kosk,37.8533,28.0517,Turkey,kosk,is_city
410,Bedirli,39.5835,36.6212,Turkey,bedirli,is_city
411,Karayun,39.6819,37.3053,Turkey,karayun,is_city
412,Karacayir,39.912,36.9922,Turkey,karacayir,is_city
413,Kayadibi,39.4799,36.7125,Turkey,kayadibi,is_city
414,Kabatas,40.75,37.45,Turkey,kabatas,is_city
415,Dokurcun,40.5732,30.8678,Turkey,dokurcun,is_city
416,Gelembe,39.1787,27.8485,Turkey,gelembe,is_city
417,Akyazi,40.685,30.6222,Turkey,akyazi,is_city
418,Kirkagac,39.1064,27.6693,Turkey,kirkagac,is_city
419,Senyurt,37.0797,40.6459,Turkey,senyurt,is_city
420,Guneysu,40.9813,40.6046,Turkey,guneysu,is_city
421,Altinozu,36.1155,36.2483,Turkey,altinozu,is_city
422,Yigityolu,35.9969,36.2644,Turkey,yigityolu,is_city
423,Babatorun,36.0825,36.2989,Turkey,babatorun,is_city
424,Arsin,40.9527,39.9267,Turkey,arsin,is_city
425,Ovakent,38.1072,28.0211,Turkey,ovakent,is_city
426,Kaymakci,38.1678,28.1153,Turkey,kaymakci,is_city
427,Birgi,38.2503,28.0592,Turkey,birgi,is_city
428,Bademli,38.0817,28.0578,Turkey,bademli,is_city
429,Duzici,37.2422,36.4548,Turkey,duzici,is_city
430,Birecik,37.0258,37.9784,Turkey,birecik,is_city
431,Adala,38.5776,28.2685,Turkey,adala,is_city
432,Seydim,40.543,34.7381,Turkey,seydim,is_city
433,Cemilbey,40.3453,35.0514,Turkey,cemilbey,is_city
434,Kabali,41.8521,35.0625,Turkey,kabali,is_city
435,Kirikhan,36.4994,36.3576,Turkey,kirikhan,is_city
436,Yalangoz,36.5768,36.5077,Turkey,yalangoz,is_city
437,Akinci,37.1664,40.8471,Turkey,akinci,is_city
438,Korgan,40.8247,37.3467,Turkey,korgan,is_city
439,Terme,41.2092,36.9739,Turkey,terme,is_city
440,Mermer,38.1183,40.4487,Turkey,mermer,is_city
442,Gursu,40.2188,29.1949,Turkey,gursu,is_city
443,Kestel,40.1983,29.2124,Turkey,kestel,is_city
444,Duzkoy,40.8746,39.4154,Turkey,duzkoy,is_city
445,Sarigol,38.2395,28.6966,Turkey,sarigol,is_city
446,Erdek,40.3996,27.7935,Turkey,erdek,is_city
